gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,act,at,ceq,csho,dvt,ebit,lct,lt,ni,sale,seq,costat,prcc_c
027364,20211231,2021,INDL,C,D,STD,TWLO,USD,5932.2280,12998.5980,11031.4660,180.4680,0.0000,-908.1350,703.5500,1967.1320,-949.9000,2841.8390,11031.4660,A,263.3400
027373,20210930,2021,INDL,C,D,STD,VVV,USD,1037.0000,3191.0000,135.0000,180.0000,91.0000,460.0000,569.0000,3056.0000,420.0000,2981.0000,135.0000,A,37.2900
027386,20211231,2021,INDL,C,D,STD,JELD,USD,1739.8570,3738.6710,842.2180,90.1940,0.0000,270.3750,888.8680,2896.4530,168.8220,4771.7190,842.2180,A,26.3600
027387,20211231,2021,INDL,C,D,STD,PI,USD,255.8020,315.5370,-11.0760,24.7370,0.0000,-35.9880,35.5030,326.6130,-51.2600,190.2830,-11.0760,A,88.7000
027392,20211231,2021,INDL,C,D,STD,SYRS,USD,136.5850,182.9350,85.2180,62.0240,0.0000,-99.4200,31.5080,97.7170,-86.5580,23.4880,85.2180,A,3.2600
027393,20211231,2021,INDL,C,D,STD,HGV,USD,,8008.0000,1988.0000,119.9040,0.0000,498.0000,,6020.0000,176.0000,2335.0000,1988.0000,A,52.1100
027394,20211231,2021,INDL,C,D,STD,PK,USD,,9743.0000,4452.0000,236.4840,0.0000,-176.0000,,5340.0000,-459.0000,1356.0000,4452.0000,A,18.8800
027574,20211231,2021,INDL,C,D,STD,TPIC,USD,660.2710,1007.7010,121.9520,37.1800,6.0400,-60.8260,469.1100,634.7750,-159.5480,1732.5830,372.9260,A,14.9600
027575,20211231,2021,INDL,C,D,STD,GOLF,USD,969.1760,2005.8360,1042.8440,72.5400,50.8460,259.8120,483.0240,922.2700,178.8730,2147.9300,1042.8440,A,53.0800
027604,20211231,2021,INDL,C,D,STD,HONE,USD,,4553.4050,679.2610,49.0210,10.1300,112.1260,,3874.1440,58.5170,244.5810,679.2610,A,14.8400
027638,20211231,2021,INDL,C,D,STD,AA,USD,5026.0000,15025.0000,4672.0000,184.1000,19.0000,2077.0000,3223.0000,8741.0000,429.0000,12152.0000,4672.0000,A,59.5800
027652,20211231,2021,INDL,C,D,STD,KNSL,USD,,2025.6550,699.3350,22.8340,10.0320,189.8010,,1326.3200,152.6590,639.7790,699.3350,A,237.8900
027665,20211231,2021,INDL,C,D,STD,FHB,USD,,24992.4100,2656.9120,127.5020,134.1330,498.5170,,22335.4980,265.7350,734.2270,2656.9120,A,27.3300
027670,20211231,2021,INDL,C,D,STD,PTGX,USD,340.7360,347.6950,300.0210,47.8380,0.0000,-125.8450,44.0160,47.6740,-125.5510,27.3570,300.0210,A,34.2000
027706,20211231,2021,INDL,C,D,STD,INSW,USD,224.4990,2346.7800,1169.7480,49.6120,40.9470,-70.3460,234.6110,1176.4480,-133.4920,272.5460,1169.7480,A,14.6800
027716,20211231,2021,INDL,C,D,STD,MDGL,USD,271.6840,273.3320,196.1070,17.1030,0.0000,-242.4820,76.8380,77.2250,-241.8460,0.0000,196.1070,A,84.7400
027737,20211231,2021,INDL,C,D,STD,ATOM,USD,29.0080,36.0600,28.3810,23.2070,0.0000,-15.5290,2.7530,7.6790,-15.7140,0.4000,28.3810,A,20.1200
027776,20211231,2021,INDL,C,D,STD,RCKY,USD,375.2850,624.5750,197.8550,7.3020,4.2990,51.3970,140.1360,426.7200,20.5590,514.2270,197.8550,A,39.8000
027803,20211231,2021,INDL,C,D,STD,DFIN,USD,279.7000,883.3000,377.0000,33.0000,0.0000,236.6000,261.4000,506.3000,145.9000,993.3000,377.0000,A,47.1400
027810,20211231,2021,INDL,C,D,STD,LIVN,USD,679.1810,2200.9510,1294.6450,53.2630,0.0000,51.0030,696.9700,906.3060,-135.8180,1035.3650,1294.6450,A,87.4300
027828,20211231,2021,INDL,C,D,STD,UEIC,USD,337.1460,510.3480,275.9490,12.8180,0.0000,26.7210,216.7870,234.3990,5.3010,601.6020,275.9490,A,40.7500
027871,20211231,2021,INDL,C,D,STD,FBK,USD,,12597.6860,1432.6020,47.5490,21.2440,331.6780,,11164.9910,190.2850,613.2530,1432.6020,A,43.8200
027874,20211231,2021,INDL,C,D,STD,EVBG,USD,655.1190,1479.0150,462.6890,39.3900,0.0000,-67.5030,304.3300,1016.3260,-94.7960,368.4330,462.6890,A,67.3300
027875,20211231,2021,INDL,C,D,STD,ELS,USD,,5307.8710,1415.1100,185.6400,266.6440,387.5610,,3821.7000,262.4780,1275.5750,1415.1100,A,87.6600
027885,20211231,2021,INDL,C,D,STD,TTD,USD,3091.6490,3577.3400,1527.3060,483.4410,0.0000,124.8170,1803.3050,2050.0340,137.7620,1196.4670,1527.3060,A,91.6400
027907,20210331,2020,INDL,C,D,STD,ELF,USD,170.1440,487.3930,269.6460,51.5910,0.0000,12.0410,73.3310,217.7470,6.2320,318.1100,269.6460,A,25.1900
027914,20211231,2021,INDL,C,D,STD,HUM,USD,24893.0000,44358.0000,16080.0000,128.8020,364.0000,3276.0000,15331.0000,28255.0000,2933.0000,83064.0000,16080.0000,A,463.8600
027925,20211231,2021,INDL,C,D,STD,AVID,USD,182.5220,274.0000,-124.0740,44.9540,0.0000,49.2850,197.3650,398.0740,41.3880,409.9440,-124.0740,A,32.5700
027928,20210731,2021,INDL,C,D,STD,INTU,USD,5157.0000,15516.0000,9869.0000,273.2350,651.0000,2516.0000,2655.0000,5647.0000,2062.0000,9613.0000,9869.0000,A,643.2200
027938,20210131,2020,INDL,C,D,STD,SCVL,USD,355.3050,642.7470,310.1760,14.1050,5.0970,19.8650,130.9010,332.5710,15.9910,976.7650,310.1760,A,39.1800
027945,20211231,2021,INDL,C,D,STD,CSTR,USD,,3133.0460,380.0940,22.1660,5.0670,81.9950,,2752.9520,48.6770,141.1400,380.0940,A,21.0300
027960,20211231,2021,INDL,C,D,STD,ALG,USD,612.1680,1205.7420,705.6630,11.7920,6.6270,118.0400,192.5640,500.0790,80.2450,1334.2230,705.6630,A,147.1800
027965,20210331,2020,INDL,C,D,STD,MCHP,USD,2145.2000,16478.8000,5337.1000,273.5290,388.3000,1023.4000,2409.6000,11141.7000,349.4000,5438.4000,5337.1000,A,138.1100
027981,20210131,2020,INDL,C,D,STD,CHS,USD,402.0380,1274.8780,165.1190,119.7350,10.8550,-254.0040,431.7860,1109.7590,-360.1440,1324.0510,165.1190,A,1.5900
028012,20211231,2021,INDL,C,D,STD,FLGT,USD,611.9600,1278.7200,1158.7490,30.1600,0.0000,678.7530,105.3100,112.8400,507.3640,992.5840,1158.7490,A,100.5900
028022,20211231,2021,INDL,C,D,STD,BANF,USD,,9405.6120,1171.7340,32.6030,45.7520,281.8320,,8233.8780,167.6300,489.7530,1171.7340,A,70.5600
028034,20211231,2021,INDL,C,D,STD,CB,USD,,200054.0000,59714.0000,426.5730,1392.0000,7576.0000,,140340.0000,8539.0000,40615.0000,59714.0000,A,193.3100
028070,20211231,2021,INDL,C,D,STD,ASIX,USD,349.8540,1311.9990,601.1900,28.1400,3.5180,187.2370,309.8220,710.8090,139.7910,1684.6250,601.1900,A,47.2500
028071,20211231,2021,INDL,C,D,STD,DZSI,USD,214.9760,257.6680,131.9070,27.5050,0.0000,-14.9340,90.4780,125.7610,-34.6830,350.2060,131.9070,A,16.2200
028084,20210131,2020,INDL,C,D,STD,COUP,USD,854.2510,3105.1650,1040.2310,72.7540,0.0000,-174.2530,1061.5070,2064.5650,-180.1170,541.6430,1040.6000,A,338.9100
028118,20211231,2021,INDL,C,D,STD,FOSL,USD,1022.7550,1368.7190,463.2260,52.1460,0.0000,114.5260,535.6470,903.3610,25.4340,1870.0360,463.2260,A,10.2900
028139,20210930,2021,INDL,C,D,STD,SANM,USD,3281.6640,4206.7190,1878.6280,64.3070,0.0000,296.3570,1762.9870,2328.0910,268.9980,6756.6430,1878.6280,A,41.4600
028155,20211231,2021,INDL,C,D,STD,TCBK,USD,,8614.7870,1000.1840,29.7300,29.7240,203.5320,,7614.6030,117.6550,340.7110,1000.1840,A,42.9600
028176,20211231,2021,INDL,C,D,STD,ATR,USD,1358.2080,4141.3640,1969.4070,65.5180,98.5090,369.7670,982.4920,2156.7640,244.0970,3227.2210,1969.4070,A,122.4800
028180,20211231,2021,INDL,C,D,STD,ORLY,USD,4504.2620,11718.7070,-66.4230,67.0290,0.0000,2917.1680,5874.6150,11785.1300,2164.6850,13327.5630,-66.4230,A,706.2300
028191,20211231,2021,INDL,C,D,STD,RCL,USD,3600.2710,32258.3550,5085.5560,254.8200,0.0000,-3788.3330,7285.6830,27172.7990,-5260.4990,1532.1330,5085.5560,A,76.9000
028195,20210831,2021,INDL,C,D,STD,JBL,USD,10877.0000,16654.0000,2136.0000,144.4960,49.0000,1069.0000,10683.0000,14517.0000,696.0000,29285.0000,2136.0000,A,70.3500
028209,20211231,2021,INDL,C,D,STD,ANIK,USD,168.5280,347.5350,287.0850,14.4410,0.0000,-8.9700,29.7950,60.4500,4.1340,147.7940,287.0850,A,35.8300
028216,20211231,2021,INDL,C,D,STD,RGA,USD,,92175.0000,13014.0000,67.1710,194.0000,345.0000,,79161.0000,617.0000,16169.0000,13014.0000,A,109.4900
028278,20211231,2021,INDL,C,D,STD,GABC,USD,,5608.5390,668.4590,26.5540,22.2200,134.6210,,4940.0800,84.1370,229.8410,668.4590,A,38.9800
028295,20211231,2021,INDL,C,D,STD,TWI,USD,813.3040,1182.6850,229.3000,66.4120,0.0000,85.1750,450.8130,955.5130,49.5860,1780.2150,229.3000,A,10.9600
028320,20211231,2021,INDL,C,D,STD,CDW,USD,6478.1000,13199.4000,705.7000,134.8000,234.8000,1473.3000,5096.0000,12493.7000,988.6000,20820.8000,705.7000,A,204.7800
028322,20211231,2021,INDL,C,D,STD,HR,USD,,4258.9190,2185.1160,150.4570,175.4560,63.8430,,2073.8030,66.6590,534.0130,2185.1160,A,31.6400
028323,20211231,2021,INDL,C,D,STD,AKR,USD,,4261.7460,1521.6130,89.3040,52.8720,34.5300,,2111.8110,23.5480,306.8920,1521.6130,A,21.8300
028340,20211231,2021,INDL,C,D,STD,SKT,USD,,2157.3840,477.9250,104.0850,72.4230,113.8630,,1657.5950,9.1180,433.8340,477.9250,A,19.2800
028349,20211231,2021,INDL,C,D,STD,ALL,USD,,99440.0000,25179.0000,280.5950,1072.0000,6328.0000,,74313.0000,1599.0000,50588.0000,25179.0000,A,117.6500
028367,20211231,2021,INDL,C,D,STD,IRTC,USD,305.5220,462.9670,279.5150,29.4940,0.0000,-99.9430,87.8530,183.4520,-101.3610,322.8250,279.5150,A,117.6900
028380,20211231,2021,INDL,C,D,STD,OFIX,USD,269.5220,476.6230,336.9340,19.8370,0.0000,8.9990,105.8300,139.6890,-38.3790,464.4790,336.9340,A,31.0900
028384,20211231,2021,INDL,C,D,STD,SPNS,USD,300.3450,714.9930,406.5480,55.0650,20.2550,60.1250,151.6950,306.1720,47.1710,461.0350,406.5480,A,34.4500
028397,20211231,2021,INDL,C,D,STD,PZZA,USD,255.0090,885.7040,-187.6700,35.7970,156.4570,181.3350,287.4240,1052.6640,120.0160,2068.4210,-187.6700,A,133.4700
028410,20211231,2021,INDL,C,D,STD,BBSI,USD,406.7190,746.9520,208.5300,7.4150,9.0690,43.9230,315.3960,538.4220,38.0790,955.1660,208.5300,A,69.0600
028420,20211231,2021,INDL,C,D,STD,BL,USD,1347.6880,1817.5780,325.0360,58.9840,0.0000,-39.7860,322.5770,1463.8430,-115.1610,425.7060,325.0360,A,103.5400
028499,20211231,2021,INDL,C,D,STD,YUMC,USD,4716.0000,13223.0000,7056.0000,428.0000,203.0000,779.0000,2383.0000,5301.0000,990.0000,9853.0000,7056.0000,A,49.8400
028590,20211231,2021,INDL,C,D,STD,BCO,USD,1999.5000,5566.7000,123.0000,47.4000,37.2000,343.7000,1429.0000,5314.1000,105.2000,4200.2000,123.0000,A,65.5700
028629,20211231,2021,INDL,C,D,STD,CPT,USD,,7976.7840,4197.4900,112.5780,342.2810,222.8130,,3710.5290,303.9070,1165.1170,4197.4900,A,178.6800
028670,20211231,2021,INDL,C,D,STD,IIPR,USD,,2084.6020,1597.6900,25.6130,141.0880,135.7680,,472.9030,113.9900,204.9480,1611.6990,A,262.9100
028704,20211231,2021,INDL,C,D,STD,MCRI,USD,84.0640,690.4590,448.0140,18.7650,0.0000,89.6870,141.1780,242.4450,68.4880,395.3770,448.0140,A,73.9500
028719,20211231,2021,INDL,C,D,STD,CNDT,USD,1680.0000,4036.0000,1132.0000,215.3810,10.0000,130.0000,1025.0000,2762.0000,-28.0000,4140.0000,1274.0000,A,5.3400
028733,20211231,2021,INDL,C,D,STD,EQR,USD,,21169.2410,10917.6680,375.5270,905.5020,625.9260,,9483.0560,1332.8500,2486.2650,10954.9480,A,90.5000
028742,20211231,2021,INDL,C,D,STD,BWA,USD,6597.0000,16575.0000,6948.0000,239.7770,162.0000,1395.0000,3798.0000,9313.0000,537.0000,14838.0000,6948.0000,A,45.0700
028749,20211231,2021,INDL,C,D,STD,FLL,USD,275.3720,473.8420,112.7150,34.2430,0.0000,38.2300,38.0530,361.1270,11.7060,180.1590,112.7150,A,12.1100
028762,20211231,2021,INDL,C,D,STD,SPTN,USD,957.1930,2206.7820,782.8690,35.9480,28.7160,90.6400,655.8380,1423.9130,73.7510,8931.0390,782.8690,A,25.7600
028769,20211231,2021,INDL,C,D,STD,BFS,USD,,1746.7610,220.0490,23.8400,63.3020,107.0800,,1216.2740,48.3890,239.2320,405.0490,A,53.0200
028785,20211231,2021,INDL,C,D,STD,WINA,USD,17.4320,26.8990,-39.0830,3.6360,33.1630,51.3360,9.9780,65.9820,39.9200,78.2160,-39.0830,A,248.2900
028787,20210630,2021,INDL,C,D,STD,PFGC,USD,3580.4000,7845.7000,2106.1000,132.5000,0.0000,253.8000,2527.2000,5739.6000,40.7000,29203.1000,2106.1000,A,45.8900
028790,20210531,2020,INDL,C,D,STD,LW,USD,1781.7000,4209.4000,480.6000,146.1920,136.2000,494.8000,618.2000,3728.8000,317.8000,3672.5000,480.6000,A,78.7400
028806,20210930,2021,INDL,C,D,STD,ARWR,USD,384.5970,710.1480,408.8220,104.3270,0.0000,-149.0360,146.5360,301.3260,-140.8480,138.2870,408.8220,A,66.3000
028866,20210930,2021,INDL,C,D,STD,CASH,USD,,6690.6500,870.7290,31.6700,6.4000,319.7700,,5818.7660,141.7080,556.7580,870.7290,A,59.6600
028930,20211231,2021,INDL,C,D,STD,MAR,USD,3626.0000,25553.0000,1414.0000,326.3000,0.0000,1729.0000,6407.0000,24139.0000,1099.0000,13829.0000,1414.0000,A,165.2400
028940,20211231,2021,INDL,C,D,STD,BDC,USD,1467.0280,3417.6770,955.2870,44.9750,9.0840,283.8770,718.5390,2461.5950,63.9250,2408.1000,955.2870,A,65.7300
028967,20211231,2021,INDL,C,D,STD,QCRH,USD,,6096.1320,677.0100,15.6130,3.7810,150.9530,,5419.1220,98.9050,300.5770,677.0100,A,56.0000
029004,20210930,2021,INDL,C,D,STD,VREX,USD,554.2000,1147.5000,483.3000,39.4360,0.0000,77.1000,166.6000,651.0000,17.4000,818.1000,483.3000,A,31.5500
029011,20211231,2021,INDL,C,D,STD,BYD,USD,507.8030,6224.1690,1538.7460,111.3030,0.0000,923.0800,557.0420,4685.4230,463.8460,3369.8100,1538.7460,A,65.5700
029015,20210331,2020,INDL,C,D,STD,DECK,USD,1650.7990,2167.7050,1444.2250,27.9100,0.0000,507.7270,468.3680,723.4800,382.5750,2545.6410,1444.2250,A,286.7800
029018,20211231,2021,INDL,C,D,STD,ALBO,USD,268.9300,302.0510,175.6080,19.2970,0.0000,-112.8680,45.3470,126.4430,-34.0300,40.5790,175.6080,A,23.2900
029028,20210831,2021,INDL,C,D,STD,COST,USD,29505.0000,59268.0000,17564.0000,441.8250,5748.0000,7307.0000,29441.0000,41190.0000,5007.0000,195929.0000,17564.0000,A,567.7000
029052,20211231,2021,INDL,C,D,STD,LXP,USD,,4005.5580,2196.8420,283.7530,136.6480,78.3480,,1682.3300,382.6480,343.8070,2290.8580,A,15.6200
029099,20211231,2021,INDL,C,D,STD,REG,USD,,10792.5630,6037.3710,170.7850,410.4190,416.4430,,4682.6310,361.4110,1213.8710,6037.3710,A,75.3500
029101,20211231,2021,INDL,C,D,STD,FFIN,USD,,13102.4610,1759.2240,141.5950,82.6160,336.3930,,11343.2370,227.5620,518.5810,1759.2240,A,50.8400
029108,20211231,2021,INDL,C,D,STD,PTEN,USD,583.6530,2957.8480,1609.4870,215.1400,15.6050,-664.9270,435.8530,1348.3610,-654.5450,1357.0810,1609.4870,A,8.4500
029127,20211231,2021,INDL,C,D,STD,INCY,USD,3118.6740,4933.3520,3770.0040,221.0840,0.0000,620.4900,854.3080,1163.3480,948.5810,2986.2670,3770.0040,A,73.4000
029133,20211231,2021,INDL,C,D,STD,ITRI,USD,749.9290,2393.7900,1116.0770,45.1520,0.0000,39.7640,501.3440,1251.0310,-81.2550,1981.5720,1116.0770,A,68.5200
029150,20210131,2020,INDL,C,D,STD,URBN,USD,1223.3320,3546.3450,1477.3580,97.8160,0.0000,36.6680,906.1320,2068.9870,1.2360,3449.7490,1477.3580,A,25.6000
029151,20211231,2021,INDL,C,D,STD,CNTY,USD,140.6800,703.3580,141.6240,29.6250,0.0000,68.5180,60.4330,553.0010,20.6220,388.5060,141.6240,A,12.1800
029156,20211231,2021,INDL,C,D,STD,UFPI,USD,2073.4760,3245.2710,1978.6130,61.9020,40.2090,724.7140,776.0420,1228.7020,535.6400,8636.1340,1978.6130,A,92.0100
029191,20211231,2021,INDL,C,D,STD,ICHR,USD,462.7710,1020.8760,500.7150,28.5510,0.0000,90.0480,208.3030,520.1610,70.8990,1096.9170,500.7150,A,46.0300
029206,20211231,2021,INDL,C,D,STD,FWRD,USD,282.8070,1117.8230,593.6540,26.9690,22.9760,159.2390,164.6920,524.1690,105.9290,1662.4270,593.6540,A,121.0900
029217,20210831,2021,INDL,C,D,STD,SCHN,USD,543.1140,1494.3630,835.7640,27.5320,21.2630,211.1310,352.8500,654.5840,165.1120,2758.5510,835.7640,A,51.9200
029241,20210630,2021,INDL,C,D,STD,VIAV,USD,1112.1000,1961.4000,774.8000,228.3000,0.0000,138.7000,705.0000,1186.6000,46.1000,1198.9000,774.8000,A,17.6200
029251,20210430,2020,INDL,C,D,STD,KALV,USD,264.2640,272.0130,257.1930,24.4230,0.0000,-57.9230,9.7740,14.8200,-46.2440,0.0000,257.1930,A,18.9900
029282,20211231,2021,INDL,C,D,STD,NYCB,USD,,59527.0000,6541.0000,465.0160,349.0000,935.0000,,52483.0000,596.0000,1750.0000,7044.0000,A,12.2100
029359,20211231,2021,INDL,C,D,STD,SUI,USD,,13494.0840,6623.8950,115.9760,381.5160,463.3710,,6474.5970,380.1520,2276.5970,6623.8950,A,209.9700
029382,20211231,2021,INDL,C,D,STD,SHOO,USD,944.6600,1355.5420,812.0980,80.5570,49.1610,251.8310,435.1900,535.0040,190.6780,1866.1420,812.0980,A,46.4700
029389,20211231,2021,INDL,C,D,STD,SPG,USD,,33777.3790,3319.6890,328.6200,,3193.9270,,29376.6540,2249.6310,5897.5260,3361.4520,A,159.7700
029392,20211231,2021,INDL,C,D,STD,EMN,USD,4646.0000,15519.0000,5704.0000,128.9170,380.0000,1473.0000,2971.0000,9731.0000,857.0000,10476.0000,5704.0000,A,120.9100
029449,20211231,2021,INDL,C,D,STD,UFPT,USD,87.3200,334.1320,194.4460,7.5350,0.0000,21.6340,34.7060,139.6860,15.8860,206.3200,194.4460,A,70.2600
029453,20211231,2021,INDL,C,D,STD,LNG,USD,5056.0000,39258.0000,-2571.0000,253.6000,85.0000,-696.0000,4693.0000,39291.0000,-2343.0000,15864.0000,-2571.0000,A,101.4200
029517,20211231,2021,INDL,C,D,STD,MED,USD,306.8660,398.3260,202.4740,11.5930,67.1920,216.2410,169.8320,195.8520,164.0310,1526.0870,202.4740,A,209.4300
029609,20210630,2021,INDL,C,D,STD,HAIN,USD,577.0550,2205.9080,1522.8830,99.0690,0.0000,197.8930,290.4340,683.0250,77.3640,1970.3020,1522.8830,A,42.6100
029649,20211231,2021,INDL,C,D,STD,MAA,USD,,11285.1820,5965.1680,115.3370,482.2850,516.1970,,5101.0900,533.7910,1829.4110,5995.3620,A,229.4400
029684,20211231,2021,INDL,C,D,STD,JNCE,USD,190.8270,252.6960,223.8050,51.2650,0.0000,-91.0560,18.8980,28.8910,-90.8720,26.9070,223.8050,A,8.3500
029733,20211231,2021,INDL,C,D,STD,MLM,USD,2025.6000,14393.0000,6535.3000,62.4000,148.3000,1028.0000,752.6000,7855.4000,702.5000,5414.0000,6535.3000,A,440.5200
029736,20211231,2021,INDL,C,D,STD,TSCO,USD,3250.4400,7767.4670,2002.6650,113.1250,239.0060,1369.9980,2064.8420,5764.8020,997.1140,12731.1050,2002.6650,A,238.6000
029751,20211231,2021,INDL,C,D,STD,ALB,USD,2007.9810,10974.1180,5625.2660,117.0150,182.3850,577.7900,1874.3350,5168.5110,123.6720,3327.9570,5625.2660,A,233.7700
029755,20210930,2021,INDL,C,D,STD,BZH,USD,,2078.8100,724.8840,31.2940,0.0000,146.8690,,1353.9260,122.0210,2140.3030,724.8840,A,23.2200
029804,20211231,2021,INDL,C,D,STD,IVZ,USD,,32685.6000,11485.3000,461.2000,545.6000,1722.3000,,16006.8000,1629.8000,6894.5000,15495.8000,A,23.0200
029830,20210930,2021,INDL,C,D,STD,WRK,USD,5659.6000,29254.3000,11670.3000,265.0000,236.3000,1373.1000,3644.1000,17562.6000,838.3000,18746.1000,11670.3000,A,44.3600
029837,20211231,2021,INDL,C,D,STD,BCRX,USD,566.1360,588.1510,-106.9860,184.3500,0.0000,-168.8200,103.7180,695.1370,-184.0620,157.1700,-106.9860,A,13.8500
029855,20211231,2021,INDL,C,D,STD,FMNB,USD,,4142.7490,472.4320,33.8980,14.0850,89.8720,,3670.3170,51.8440,154.6520,472.4320,A,18.5500
029868,20211231,2021,INDL,C,D,STD,MAC,USD,,8345.6550,3046.8670,214.7970,118.3400,141.0570,,5169.5060,14.2630,863.1260,3046.8670,A,17.2800
029875,20211231,2021,INDL,C,D,STD,AVB,USD,,19902.0160,10932.5270,139.7520,889.4050,644.9360,,8965.5550,1004.2990,2333.4350,10932.5270,A,252.5900
029901,20210731,2021,INDL,C,D,STD,CPRT,USD,1702.6110,4562.1430,3529.2010,237.0140,0.0000,1136.4260,421.0310,1032.9420,936.4950,2692.5110,3529.2010,A,151.6200
029910,20210630,2021,INDL,C,D,STD,SCSC,USD,1219.6430,1671.6840,731.1910,25.4990,0.0000,73.6330,732.9390,940.4930,10.7950,3150.8060,731.1910,A,35.0800
029930,20210331,2020,INDL,C,D,STD,MPAA,USD,422.8560,847.8820,301.1450,19.0450,0.0000,36.5730,326.1310,546.7370,21.4760,540.7820,301.1450,A,19.6200
029962,20211031,2021,INDL,C,D,STD,LMNR,USD,42.0890,392.2760,176.4700,17.6850,5.8040,-6.2240,35.3240,193.0310,-3.4410,166.0270,187.2800,A,15.0000
029984,20211231,2021,INDL,C,D,STD,PLD,USD,,58486.2200,33362.9250,739.8270,,2022.5350,,20744.0100,2939.7230,5164.5660,33426.8730,A,168.3600
029994,20211231,2021,INDL,C,D,STD,FMBH,USD,,5986.5820,633.8940,18.0800,15.0540,106.7610,,5352.6880,51.4900,252.7800,633.8940,A,42.7900
030032,20210331,2020,INDL,C,D,STD,EXP,USD,661.6890,2838.6810,1358.9900,42.3710,0.0000,369.1190,169.3540,1479.6910,339.4440,1622.6420,1358.9900,A,101.3500
030055,20210630,2021,INDL,C,D,STD,SMBC,USD,,2700.5300,283.4230,8.9050,5.5980,69.4380,,2417.1070,47.1800,129.5170,283.4230,A,52.1700
030059,20210131,2020,INDL,C,D,STD,AEO,USD,1522.6430,3434.8060,1086.6650,166.3350,22.8540,8.4810,858.4820,2348.1410,-209.2740,3759.1130,1086.6650,A,20.0700
030067,20211231,2021,INDL,C,D,STD,ADC,USD,,5226.9060,3242.6870,71.2850,178.2960,175.1580,,1807.5900,122.2730,339.3230,3417.6870,A,71.3600
030098,20211231,2021,INDL,C,D,STD,IR,USD,4114.9000,15154.5000,9001.5000,407.7850,8.2000,627.6000,1467.7000,6083.3000,562.5000,5152.4000,9001.5000,A,61.8700
030137,20211231,2021,INDL,C,D,STD,NKTR,USD,795.5810,1117.1890,679.5080,185.4680,0.0000,-446.1030,85.2000,437.6810,-523.8370,101.9070,679.5080,A,13.5100
030222,20211231,2021,INDL,C,D,STD,ABCB,USD,,23858.3210,2966.4510,69.6080,41.9870,638.2040,,20891.8700,376.9130,1068.6560,2966.4510,A,49.6800
030259,20211231,2021,INDL,C,D,STD,PENN,USD,2223.6000,16872.1000,4072.0000,170.2150,2.1000,1118.8000,1133.2000,12775.0000,420.8000,5905.0000,4097.8000,A,51.8500
030260,20211231,2021,INDL,C,D,STD,SSD,USD,998.8350,1484.1250,1183.9980,43.2170,42.4150,367.4690,244.6020,300.1270,266.4470,1573.2170,1183.9980,A,139.0700
030293,20211231,2021,INDL,C,D,STD,ESS,USD,,12997.8730,5993.6030,65.2480,544.1940,597.4670,,6786.6990,488.5540,1651.0210,5993.6030,A,352.2300
030298,20211231,2021,INDL,C,D,STD,HIW,USD,,5695.1380,2448.3210,104.8930,206.6680,235.3900,,3083.8910,313.2770,771.6340,2477.1420,A,44.5900
030312,20211231,2021,INDL,C,D,STD,IMAX,USD,,883.2470,356.0830,58.6540,0.0000,1.4630,,452.8750,-22.3290,254.8830,356.0830,A,17.8400
030384,20211231,2021,INDL,C,D,STD,FR,USD,,4179.0980,2194.8120,131.7480,140.7020,179.2660,,1930.7260,270.9970,476.1290,2194.8120,A,66.2000
030443,20211231,2021,INDL,C,D,STD,FDP,USD,1096.4000,3398.1000,1802.3000,47.5550,23.5000,109.8000,629.2000,1524.6000,80.0000,4252.0000,1802.3000,A,27.6000
030463,20210831,2021,INDL,C,D,STD,GBX,USD,,3390.6680,1307.7480,32.3970,35.6870,39.7940,,1884.5330,32.4770,1747.9810,1307.7480,A,45.8900
030477,20210930,2021,INDL,C,D,STD,MATW,USD,624.1650,2032.0780,636.5480,31.4700,27.7040,75.8480,354.2250,1395.6750,2.9100,1671.0300,636.5480,A,36.6700
030490,20211231,2021,INDL,C,D,STD,AIV,USD,,2434.1010,500.5650,149.8180,0.0000,18.0460,,1838.0740,-5.9100,203.5220,500.5650,A,7.7200
030536,20211231,2021,INDL,C,D,STD,GEO,USD,943.9080,4537.4080,976.2110,122.4710,30.4860,295.5420,378.8420,3562.3920,77.4180,2256.6120,976.2110,A,7.7500
030558,20211231,2021,INDL,C,D,STD,MLR,USD,328.9680,438.8470,288.5360,11.4110,8.2160,23.6190,144.2710,150.3110,16.2550,717.4760,288.5360,A,33.4000
030576,20211231,2021,INDL,C,D,STD,ADTN,USD,376.3250,569.0170,357.1020,49.0630,17.5290,-14.2890,155.3590,211.9150,-8.6350,563.0040,357.1020,A,22.8300
030612,20211231,2021,INDL,C,D,STD,AMED,USD,356.6840,1856.9680,931.3510,32.5100,0.0000,262.9540,374.2820,880.6450,209.0720,2207.5710,931.3510,A,161.8800
030651,20211231,2021,INDL,C,D,STD,DAR,USD,1089.0140,6133.7280,3280.9600,160.7920,0.0000,534.0590,752.6840,2785.9430,650.9140,4741.3690,3280.9600,A,69.2900
030662,20211231,2021,INDL,C,D,STD,SIRI,USD,1180.0000,10274.0000,-2625.0000,3967.0000,268.0000,2035.0000,2980.0000,12899.0000,1314.0000,8696.0000,-2625.0000,A,6.3500
030822,20211231,2021,INDL,C,D,STD,O,USD,,43137.5020,25052.5740,591.2620,1230.0940,924.1310,,18008.1020,359.4560,2091.5180,25052.5740,A,71.5900
