gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,act,at,ceq,csho,dvt,ebit,lct,lt,ni,sale,seq,costat,prcc_c
012825,20210930,2021,INDL,C,D,STD,JJSF,USD,584.7690,1122.2190,845.6540,19.0840,45.9840,72.4910,167.6290,276.5650,55.6070,1144.5790,845.6540,A,157.9600
012840,20211231,2021,INDL,C,D,STD,HTLD,USD,233.2230,928.5420,727.1020,78.9230,45.8720,67.9690,71.5940,201.4400,79.2770,607.2840,727.1020,A,16.8200
012850,20211231,2021,INDL,C,D,STD,CERN,USD,2449.4540,7434.1580,3680.4620,292.8500,279.4550,992.6400,1626.2580,3753.6960,555.5960,5764.8240,3680.4620,A,92.8700
012874,20211231,2021,INDL,C,D,STD,ICAD,USD,50.3060,62.1910,46.5170,25.1400,0.0000,-10.7320,14.9620,15.6740,-11.2450,33.6380,46.5170,A,7.2000
012909,20211231,2021,INDL,C,D,STD,MKL,USD,,48448.8660,14103.1570,13.6320,36.0000,3251.8110,,33269.5800,2425.0030,12837.5350,14695.0480,A,1234.0000
012915,20211231,2021,INDL,C,D,STD,OSUR,USD,288.4310,460.9900,380.5330,72.0690,0.0000,-17.3770,68.0640,80.4570,-22.9980,233.6740,380.5330,A,8.6900
012945,20210930,2021,INDL,C,D,STD,PLXS,USD,1930.8860,2461.8930,1028.2320,28.0470,0.0000,179.5350,1128.7030,1433.6610,138.9120,3368.8650,1028.2320,A,95.8900
012972,20210930,2021,INDL,C,D,STD,IMKTA,USD,575.4400,2018.3440,983.2590,18.9940,12.6300,340.1020,306.0980,1035.0850,249.7310,4987.9200,983.2590,A,86.3400
013041,20211231,2021,INDL,C,D,STD,SNV,USD,,57317.2260,4759.6550,145.0100,226.8580,1270.6160,,52020.4260,760.4670,2103.4090,5296.8000,A,47.8700
013071,20211231,2021,INDL,C,D,STD,RDNT,USD,324.2640,2058.4740,228.9040,53.5480,0.0000,112.5140,374.7840,1712.3170,24.7270,1315.0770,228.9040,A,30.1100
013092,20210930,2021,INDL,C,D,STD,JACK,USD,168.9580,1750.1370,-817.8820,21.0130,37.5540,285.7500,329.0660,2568.0190,165.7550,1143.6700,-817.8820,A,87.4800
013200,20211031,2021,INDL,C,D,STD,PLAB,USD,550.6160,1294.2020,823.6920,60.0240,0.0000,91.0290,176.1480,293.6400,55.4490,663.7610,823.6920,A,18.8500
013323,20211031,2021,INDL,C,D,STD,SAFM,USD,1086.2700,2345.0330,1850.2390,22.3300,39.2990,647.9280,309.0630,494.7940,455.0890,4799.6530,1850.2390,A,191.0800
013341,20211231,2021,INDL,C,D,STD,PGR,USD,,71132.3000,17737.7000,584.4000,1135.9000,4428.6000,,52900.7000,3350.9000,47676.5000,18231.6000,A,102.6500
013342,20211231,2021,INDL,C,D,STD,RLI,USD,,4508.3020,1229.3610,45.2890,135.4610,314.9380,,3278.9410,279.3540,1179.2450,1229.3610,A,112.1000
013421,20211231,2021,INDL,C,D,STD,CDNS,USD,1715.7690,4386.2990,2740.6750,276.7960,0.0000,827.2860,971.2250,1645.6240,695.9550,2988.2440,2740.6750,A,186.3500
013453,20211231,2021,INDL,C,D,STD,OPY,USD,,3043.2500,823.1960,12.5470,19.4440,234.4960,,2090.2200,158.9640,1394.0350,823.1960,A,46.3700
013480,20211231,2021,INDL,C,D,STD,EBIX,USD,366.5640,1573.2490,655.3220,30.6830,9.2840,119.0100,205.1950,873.6950,68.1880,994.9380,655.3220,A,30.4000
013498,20211130,2021,INDL,C,D,STD,CCL,USD,10133.0000,53344.0000,12144.0000,1136.0000,0.0000,-6273.0000,10408.0000,41200.0000,-9501.0000,1908.0000,12144.0000,A,20.1200
013510,20211231,2021,INDL,C,D,STD,DRE,USD,,10445.6550,6043.7510,382.5130,394.4870,381.0870,,4306.6940,852.8950,1143.1780,6043.7510,A,65.6400
013561,20211231,2021,INDL,C,D,STD,MBI,USD,,4696.0000,-313.0000,54.5560,0.0000,-326.0000,,4996.0000,-445.0000,127.0000,-313.0000,A,15.7900
013562,20211231,2021,INDL,C,D,STD,BDN,USD,,3846.1960,1690.2670,169.9560,130.3450,67.5480,,2144.9770,12.2890,464.1170,1690.2670,A,13.4200
013570,20211231,2021,INDL,C,D,STD,MIDD,USD,1707.0850,6383.5980,2494.2760,55.4960,0.0000,550.7850,914.8880,3889.3220,488.4920,3250.7920,2494.2760,A,196.7600
013579,20211231,2021,INDL,C,D,STD,EQC,USD,,3081.3830,2929.4650,115.2060,5.5150,-9.2020,,26.1130,-16.3960,64.8020,3048.7280,A,25.9000
013580,20211231,2021,INDL,C,D,STD,UHT,USD,,598.4190,235.3270,13.7850,38.5850,30.6610,,363.0920,109.1660,85.9860,235.3270,A,59.4700
013602,20210430,2020,INDL,C,D,STD,CRMT,USD,,822.1590,406.3960,6.6260,0.0000,30.6760,,415.2630,104.0990,808.0650,406.3960,A,109.8400
013619,20210331,2020,INDL,C,D,STD,ABMD,USD,787.9650,1494.3590,1329.6750,45.2710,0.0000,232.8630,128.9690,164.6840,225.5250,847.5220,1329.6750,A,324.2000
013623,20211231,2021,INDL,C,D,STD,CNMD,USD,460.1230,1766.0170,785.4350,29.3730,23.3540,110.1310,196.6460,980.5820,62.5420,1010.6350,785.4350,A,141.7600
013721,20211231,2021,INDL,C,D,STD,ZTS,USD,6930.0000,13900.0000,4543.0000,472.5740,509.0000,2839.0000,1797.0000,9356.0000,2037.0000,7786.0000,4543.0000,A,244.0300
013786,20211231,2021,INDL,C,D,STD,HRTX,USD,254.4230,305.7060,77.5700,102.0050,0.0000,-216.2280,71.0580,228.1360,-220.6830,86.3460,77.5700,A,9.1300
013824,20210930,2021,INDL,C,D,STD,FICO,USD,550.9740,1567.7760,-110.9420,27.5680,0.0000,413.3070,559.2070,1678.7180,392.0840,1316.5360,-110.9420,A,433.6700
013906,20210930,2021,INDL,C,D,STD,JOUT,USD,491.2640,674.2870,458.5050,10.1280,9.3110,111.2830,137.5700,215.7820,83.3810,751.6510,458.5050,A,93.6900
013963,20211231,2021,INDL,C,D,STD,VGR,USD,471.8030,871.0870,-841.5530,153.9590,126.3710,334.3140,165.2900,1712.6400,217.2950,786.0050,-841.5530,A,11.4800
013988,20211231,2021,INDL,C,D,STD,SCHW,USD,,667270.0000,46307.0000,1893.2300,1862.0000,8794.0000,,611009.0000,5855.0000,18996.0000,56261.0000,A,84.1000
014027,20211231,2021,INDL,C,D,STD,CLH,USD,1741.1710,5653.6990,1513.8870,54.4190,0.0000,341.8530,925.3140,4139.8120,203.2470,3805.5660,1513.8870,A,99.7700
014084,20211231,2021,INDL,C,D,STD,AIN,USD,758.8010,1556.0640,873.9670,32.0960,26.1670,181.6090,208.1660,678.4590,118.4780,929.2400,873.9670,A,88.4500
014113,20210930,2021,INDL,C,D,STD,MITK,USD,204.0560,419.6930,192.8300,44.1610,0.0000,14.3050,39.2090,226.8630,7.9780,119.7970,192.8300,A,17.7500
014172,20211231,2021,INDL,C,D,STD,FULT,USD,,25796.3980,2519.8020,160.4900,113.8950,525.9400,,23083.7180,275.4970,997.1570,2712.6800,A,17.0000
014225,20211231,2021,INDL,C,D,STD,FAST,USD,2856.6000,4299.0000,3042.2000,575.4650,643.7000,1225.2000,682.2000,1256.8000,925.0000,6010.9000,3042.2000,A,64.0600
014253,20211231,2021,INDL,C,D,STD,WABC,USD,,7461.0260,827.1020,26.8660,44.3040,144.4360,,6633.9240,86.5090,216.7880,827.1020,A,57.7300
014269,20211231,2021,INDL,C,D,STD,HLF,USD,1431.8000,2819.8000,-1391.5000,100.8000,0.0000,743.1000,1080.4000,4211.3000,447.2000,5802.8000,-1391.5000,A,40.9300
014275,20211231,2021,INDL,C,D,STD,FRC,USD,,181087.0000,12265.0000,179.4730,255.0000,2718.0000,,165189.0000,1478.0000,5305.0000,15898.0000,A,206.5100
014282,20211231,2021,INDL,C,D,STD,APH,USD,5958.2000,14678.4000,6302.0000,599.1000,379.7000,2175.5000,2447.1000,8299.3000,1590.8000,10876.3000,6302.0000,A,87.4600
014309,20211231,2021,INDL,C,D,STD,IPAR,USD,709.7150,1145.3640,571.9200,31.8300,31.6900,150.4430,244.9100,407.0320,87.4110,879.5160,571.9200,A,106.9000
014311,20211231,2021,INDL,C,D,STD,PII,USD,2559.0000,5047.8000,1224.3000,60.4000,153.4000,663.0000,2230.1000,3810.3000,493.9000,8198.2000,1235.5000,A,109.9100
014320,20211231,2021,INDL,C,D,STD,ICPT,USD,502.2920,527.0230,-183.9620,29.5730,0.0000,-55.7590,166.8170,710.9850,-91.4260,363.4680,-183.9620,A,16.2900
014359,20211231,2021,INDL,C,D,STD,PXD,USD,6173.0000,36811.0000,22837.0000,242.7780,1658.0000,6495.0000,4073.0000,13974.0000,2118.0000,17870.0000,22837.0000,A,181.8800
014369,20211231,2021,INDL,C,D,STD,USM,USD,1605.0000,10341.0000,4547.0000,86.0000,0.0000,191.0000,903.0000,5767.0000,155.0000,4122.0000,4547.0000,A,31.5200
014370,20211231,2021,INDL,C,D,STD,MAN,USD,6422.7000,9828.9000,2521.7000,53.5970,136.6000,610.6000,5780.5000,7297.2000,382.4000,20724.4000,2521.7000,A,97.3300
014403,20211231,2021,INDL,C,D,STD,DX,USD,,3639.7380,663.4360,36.6660,59.6220,41.3290,,2868.4590,102.2610,65.4140,771.2790,A,16.7100
014418,20211231,2021,INDL,C,D,STD,MGM,USD,6416.1820,40899.1160,6070.6450,453.8040,4.7890,665.5470,3442.2640,29774.8030,1176.0720,9680.1400,6070.6450,A,44.8800
014477,20211231,2021,INDL,C,D,STD,WM,USD,3069.0000,29097.0000,7124.0000,416.1240,970.0000,2989.0000,4082.0000,21971.0000,1816.0000,17931.0000,7124.0000,A,166.9000
014561,20210630,2021,INDL,C,D,STD,IIVI,USD,3027.3940,6512.6500,2960.8510,105.4860,37.2310,440.4190,729.5890,2380.3020,297.5520,3105.8910,4132.3480,A,68.3300
014590,20211231,2021,INDL,C,D,STD,FCX,USD,14830.0000,48022.0000,13980.0000,1457.0000,551.0000,8407.0000,5892.0000,25003.0000,4306.0000,22845.0000,13980.0000,A,41.7300
014624,20211231,2021,INDL,C,D,STD,ODP,USD,2389.0000,4865.0000,1438.0000,48.4560,0.0000,285.0000,2265.0000,3427.0000,-208.0000,8465.0000,1438.0000,A,39.2800
014790,20211231,2021,INDL,C,D,STD,MTH,USD,,4807.5330,3044.3890,37.3410,0.0000,967.4670,,1763.1440,737.4440,5141.3170,3044.3890,A,122.0600
014793,20211231,2021,INDL,C,D,STD,ARCH,USD,882.8710,2117.1600,683.8660,15.3930,4.0010,393.7890,522.3400,1433.2940,337.5730,2208.0420,683.8660,A,91.3200
014822,20211231,2021,INDL,C,D,STD,WRB,USD,,32086.4140,6653.0110,176.7810,355.7360,1195.8670,,25418.6840,1022.4900,9235.4520,6653.0110,A,82.3900
014824,20211231,2021,INDL,C,D,STD,CINF,USD,,31387.0000,13105.0000,160.3000,406.0000,3723.0000,,18282.0000,2946.0000,9630.0000,13105.0000,A,113.9300
014828,20211231,2021,INDL,C,D,STD,ORI,USD,,24981.8000,6893.2000,307.5660,715.1000,1978.3000,,18088.6000,1534.3000,9341.5000,6893.2000,A,24.5800
014891,20211231,2021,INDL,C,D,STD,MGPI,USD,367.0980,1041.4670,644.7510,21.9640,10.0130,97.6810,88.8000,397.2020,91.3070,626.7200,644.7550,A,84.9900
014898,20211231,2021,INDL,C,D,STD,DDD,USD,1031.7370,1549.0990,842.3810,128.3750,0.0000,-20.6480,178.0120,706.7180,322.0520,615.6390,842.3810,A,21.5400
014934,20211231,2021,INDL,C,D,STD,DVN,USD,4249.0000,21025.0000,9262.0000,663.0000,1329.0000,3246.0000,3087.0000,11626.0000,2813.0000,12206.0000,9262.0000,A,44.0500
014954,20210831,2021,INDL,C,D,STD,LNN,USD,416.1030,637.1850,338.4450,10.9080,14.1660,55.6070,138.2400,298.7400,42.5720,567.6460,338.4450,A,152.0000
014960,20211231,2021,INDL,C,D,STD,LH,USD,5330.5000,20385.4000,10273.4000,93.1000,0.0000,3374.1000,2782.9000,10091.4000,2377.3000,16120.9000,10273.4000,A,314.2100
015044,20210131,2020,INDL,C,D,STD,WDAY,USD,4802.0610,8718.4110,3277.8340,242.6670,0.0000,-169.5990,4282.6480,5440.5770,-282.4310,4317.9960,3277.8340,A,239.6100
015060,20211231,2021,INDL,C,D,STD,CPE,USD,295.4440,5547.5030,1865.7680,61.3710,0.0000,1049.2660,872.4910,3681.7350,365.1510,2045.0300,1865.7680,A,47.2500
015101,20211231,2021,INDL,C,D,STD,MFA,USD,,9139.6880,2542.6580,432.5510,202.1500,349.4230,,6596.8400,328.8700,424.4760,2542.8480,A,4.5600
015247,20211231,2021,INDL,C,D,STD,VLO,USD,21165.0000,57888.0000,18430.0000,409.1960,1602.0000,2709.0000,16851.0000,38071.0000,930.0000,108332.0000,18430.0000,A,75.1100
015252,20211231,2021,INDL,C,D,STD,TRS,USD,431.7700,1303.6400,630.8500,42.8370,1.7400,104.8500,154.9000,672.7900,57.3100,857.1100,630.8500,A,37.0000
015267,20211231,2021,INDL,C,D,STD,IEX,USD,1678.0000,4917.2000,2803.1000,76.1950,164.4000,667.9000,480.0000,2114.1000,449.4000,2764.8000,2803.1000,A,236.3200
015343,20211231,2021,INDL,C,D,STD,MLI,USD,1019.0030,1728.9360,1222.1180,57.2960,29.7250,599.6140,382.4390,471.9730,468.5200,3769.3450,1222.1180,A,59.3600
015417,20211231,2021,INDL,C,D,STD,BRO,USD,3330.2840,9795.4430,4196.8930,282.4960,107.2290,858.6440,2667.3660,5598.5500,587.1040,3051.3980,4196.8930,A,70.2800
015420,20210131,2020,INDL,C,D,STD,AMBA,USD,497.3040,573.2800,474.9760,35.5470,0.0000,-61.8660,73.9670,98.3040,-59.7860,222.9900,474.9760,A,91.8200
015459,20211231,2021,INDL,C,D,STD,TG,USD,236.4130,523.5840,184.7220,33.7370,16.1670,65.5180,168.5480,338.8620,57.8260,826.4550,184.7220,A,11.8200
015520,20210131,2020,INDL,C,D,STD,SIG,USD,3582.0000,6178.9000,1190.3000,52.3000,33.5000,146.5000,1998.7000,4346.3000,-15.2000,5226.9000,1832.6000,A,27.2700
016009,20210131,2020,INDL,C,D,STD,SPWH,USD,324.6530,660.8180,204.6600,43.6230,0.0000,132.7470,227.4280,456.1580,91.3800,1451.7670,204.6600,A,17.5500
016101,20211231,2021,INDL,C,D,STD,ABBV,USD,27928.0000,146529.0000,15408.0000,1768.3380,9470.0000,19969.0000,35194.0000,131093.0000,11542.0000,56197.0000,15408.0000,A,135.4000
016113,20211231,2021,INDL,C,D,STD,APAM,USD,,1208.0470,276.0810,66.7000,274.5710,540.4910,,801.0510,336.5160,1227.2360,276.2040,A,47.6400
016125,20211231,2021,INDL,C,D,STD,GMRE,USD,,1263.4850,547.8260,64.8800,57.8660,36.9690,,625.9080,17.6220,115.9360,622.7850,A,17.7500
016188,20211231,2021,INDL,C,D,STD,CGNX,USD,639.7980,2003.6620,1430.0930,175.4810,43.2630,315.1010,188.5890,573.5690,279.8810,1037.0980,1430.0930,A,77.7600
016269,20210930,2021,INDL,C,D,STD,ENTA,USD,319.0210,438.7910,399.4290,20.2380,0.0000,-109.5730,36.1720,37.8560,-78.9960,97.0740,400.9350,A,74.7800
016384,20211231,2021,INDL,C,D,STD,VOYA,USD,,171262.0000,8253.0000,107.7580,116.0000,2835.0000,,161441.0000,2126.0000,3956.0000,8253.0000,A,66.3100
016401,20210331,2020,INDL,C,D,STD,CRUS,USD,842.5190,1830.6140,1389.0050,57.6520,0.0000,237.5340,213.6100,441.6090,217.3440,1369.2300,1389.0050,A,82.2000
016453,20210531,2020,INDL,C,D,STD,NEOG,USD,591.4510,920.1920,840.3770,53.7340,0.0000,77.2690,53.5990,79.8150,60.8820,468.4590,840.3770,A,79.3000
016477,20211231,2021,INDL,C,D,STD,LEA,USD,6765.2000,13352.4000,4643.4000,59.6260,107.9000,826.0000,4759.9000,8544.0000,373.9000,19263.1000,4643.4000,A,182.9500
016478,20211231,2021,INDL,C,D,STD,EOG,USD,8584.0000,38236.0000,22180.0000,585.2650,2915.0000,6010.0000,4042.0000,16056.0000,4664.0000,18517.0000,22180.0000,A,88.8300
016486,20211231,2021,INDL,C,D,STD,BCC,USD,1885.8780,2572.6400,1352.6190,39.3310,215.9410,971.0380,640.7460,1220.0210,712.4860,7926.1110,1352.6190,A,71.2000
016549,20211231,2021,INDL,C,D,STD,SFBS,USD,,15448.8060,1151.5150,54.2270,45.0540,302.9180,,14296.7910,207.7340,449.7570,1151.5150,A,84.9400
016597,20211231,2021,INDL,C,D,STD,LSCC,USD,301.3510,726.4940,411.6330,137.2390,0.0000,102.9270,106.1810,314.8610,95.9220,515.3270,411.6330,A,77.0600
016653,20211231,2021,INDL,C,D,STD,TMHC,USD,,8727.7770,3925.8530,121.8340,0.0000,879.5390,,4756.7950,663.0260,7501.2650,3925.8530,A,34.9600
016668,20211231,2021,INDL,C,D,STD,AROW,USD,,4027.9520,371.1860,16.0410,16.2960,84.0140,,3656.7660,49.8570,147.9190,371.1860,A,35.2300
016705,20211231,2021,INDL,C,D,STD,CPF,USD,,7419.0890,558.2190,27.7140,26.9590,147.5560,,6860.8220,79.8940,261.8220,558.2190,A,28.1700
016710,20210930,2021,INDL,C,D,STD,DGII,USD,246.6580,619.5310,472.5170,34.2620,0.0000,19.3930,58.9410,147.0140,10.3660,308.6320,472.5170,A,24.5700
016721,20210331,2020,INDL,C,D,STD,EA,USD,7213.0000,13288.0000,7840.0000,286.4650,98.0000,1055.0000,2964.0000,5448.0000,837.0000,5629.0000,7840.0000,A,143.6000
016745,20211231,2021,INDL,C,D,STD,PRTA,USD,584.8090,609.3660,466.0420,46.6600,0.0000,71.9750,33.4520,143.3240,66.9750,200.5770,466.0420,A,49.4000
016777,20211231,2021,INDL,C,D,STD,FBNC,USD,,10508.9010,1230.5750,35.6290,24.2080,173.7160,,9278.3260,95.6440,329.5290,1230.5750,A,45.7200
016781,20211231,2021,INDL,C,D,STD,CHCO,USD,,6003.6950,681.1050,15.0620,36.2420,150.6150,,5322.5900,88.0800,235.1080,681.1050,A,81.7900
016790,20211231,2021,INDL,C,D,STD,CBU,USD,,15552.6570,2100.8070,53.8780,91.5910,316.5830,,13451.8500,189.6940,633.6550,2100.8070,A,74.4800
016821,20211231,2021,INDL,C,D,STD,FBP,USD,,20785.2750,2101.7670,201.8270,69.0510,586.7090,,18683.5080,281.0250,915.8720,2101.7670,A,13.7800
016832,20211231,2021,INDL,C,D,STD,GBCI,USD,,25940.6450,3177.6220,110.6880,142.3590,442.1830,,22763.0230,284.7570,825.8940,3177.6220,A,56.7000
016845,20211231,2021,INDL,C,D,STD,FRME,USD,,15453.1490,1912.4460,53.4100,61.2300,299.5800,,13540.5780,205.5310,555.9550,1912.5710,A,41.8900
016889,20211231,2021,INDL,C,D,STD,INDB,USD,,20423.4050,3018.4490,47.3500,70.3000,247.2710,,17404.9560,120.9920,520.8680,3018.4490,A,81.5300
016890,20211231,2021,INDL,C,D,STD,IBCP,USD,,4704.7400,398.4840,21.1710,18.1550,115.4010,,4306.2560,62.8950,214.7230,398.4840,A,23.8700
016967,20211231,2021,INDL,C,D,STD,HIFS,USD,,3431.1650,354.6120,2.1420,6.0610,96.4270,,3076.5530,67.4580,123.4620,354.6120,A,419.8800
016981,20211231,2021,INDL,C,D,STD,OFG,USD,,9899.7200,1069.1600,49.6360,21.7600,334.3090,,8830.5600,146.1510,583.8900,1069.1600,A,26.5600
017010,20211231,2021,INDL,C,D,STD,LSXMK,USD,2113.0000,31674.0000,8036.0000,334.3000,0.0000,1937.0000,5178.0000,20073.0000,599.0000,8696.0000,8036.0000,A,50.8500
017035,20211231,2021,INDL,C,D,STD,MCY,USD,,6772.4720,2140.2810,55.3710,140.2260,316.4200,,4632.1910,247.9370,4006.1570,2140.2810,A,53.0600
017073,20211231,2021,INDL,C,D,STD,NWLI,USD,,14330.1890,2539.6910,3.6360,1.2720,227.2570,,11790.4980,180.6810,824.0910,2539.6910,A,214.4400
017095,20211231,2021,INDL,C,D,STD,ONB,USD,,24453.5640,3012.0180,165.8380,92.8290,445.1830,,21441.5460,277.5380,852.8680,3012.0180,A,18.1200
017101,20211231,2021,INDL,C,D,STD,IMGN,USD,499.9990,525.7650,325.5860,220.3610,0.0000,-125.0730,100.9450,200.1790,-139.3030,69.8560,325.5860,A,7.4200
017106,20211231,2021,INDL,C,D,STD,PEBO,USD,,7063.5210,845.0250,28.2370,31.1700,131.1770,,6218.4960,47.5550,253.6740,845.0250,A,31.8100
017115,20211231,2021,INDL,C,D,STD,SIGI,USD,,10461.3890,2782.8850,60.1840,71.9020,416.4150,,7478.5040,403.8370,3261.1040,2982.8850,A,81.9400
017120,20211231,2021,INDL,C,D,STD,SIVB,USD,,211478.0000,12590.0000,58.7480,63.0000,3367.0000,,194869.0000,1833.0000,6027.0000,16236.0000,A,678.2400
017132,20211231,2021,INDL,C,D,STD,WSFS,USD,,15777.3270,1939.0990,47.6090,24.2420,434.2140,,13840.3110,271.4420,641.8490,1939.0990,A,50.1200
017145,20210930,2021,INDL,C,D,STD,WAFD,USD,,19650.5740,1826.0640,65.1450,75.9100,349.5590,,17524.5100,183.6150,652.2760,2126.0640,A,33.3800
017150,20211231,2021,INDL,C,D,STD,WBS,USD,,34915.5990,3293.2880,90.5840,153.0980,649.2890,,31477.2740,408.8640,1266.2160,3438.3250,A,55.8400
017151,20211231,2021,INDL,C,D,STD,WSBC,USD,,16927.1250,2548.6820,62.3070,95.7920,400.4820,,14233.9590,242.2600,617.7520,2693.1660,A,34.9900
017184,20211231,2021,INDL,C,D,STD,SBCF,USD,,9681.4330,1310.7360,58.5040,22.5060,210.9720,,8370.6970,124.4030,354.9710,1310.7360,A,35.3900
017195,20211231,2021,INDL,C,D,STD,FFBC,USD,,16329.1410,2258.9420,94.1490,88.1160,327.7240,,14070.1990,205.1600,654.7230,2258.9420,A,24.3800
017199,20211231,2021,INDL,C,D,STD,BLFS,USD,125.8590,554.0570,480.1370,41.8180,0.0000,-28.2990,40.3810,73.9200,-7.6350,119.1560,480.1370,A,37.2700
017240,20211231,2021,INDL,C,D,STD,TMP,USD,,7819.9820,727.5290,14.5740,32.4150,151.5760,,7091.0410,89.2640,320.1670,727.5290,A,83.5800
017245,20211231,2021,INDL,C,D,STD,TRST,USD,,6196.5460,601.1280,19.2200,26.4370,106.4960,,5595.4180,61.5190,185.9190,601.1280,A,33.3100
017248,20211231,2021,INDL,C,D,STD,UBSI,USD,,29328.9020,4718.6280,136.3930,182.3560,642.9420,,24610.2740,367.7380,1073.2090,4718.6280,A,36.2800
017252,20211231,2021,INDL,C,D,STD,UFCS,USD,,3012.7210,879.1210,25.0820,15.0640,100.0300,,2133.6000,80.5940,1066.1910,879.1210,A,23.1900
017277,20211231,2021,INDL,C,D,STD,NVEE,USD,303.9700,961.9430,624.7200,15.4140,0.0000,73.9510,163.9510,337.2230,47.1470,706.7060,624.7200,A,138.1200
017306,20211231,2021,INDL,C,D,STD,PFSI,USD,,18776.6120,3418.3250,56.8670,52.8960,1750.6100,,15358.2870,1003.4900,3558.0600,3418.3250,A,69.7800
017341,20211231,2021,INDL,C,D,STD,ARTNA,USD,19.1600,625.2110,178.0100,9.4140,9.8260,28.0310,47.7020,447.2010,16.8270,90.8590,178.0100,A,46.3300
017367,20211231,2021,INDL,C,D,STD,AMNB,USD,,3334.5970,354.7920,10.7670,11.8270,72.1660,,2979.8050,43.5260,116.8270,354.7920,A,37.6800
017451,20211231,2021,INDL,C,D,STD,IBTX,USD,,18732.6480,2576.6500,42.7560,57.0580,349.8500,,16155.9980,224.7500,650.0790,2576.6500,A,72.1500
017498,20211231,2021,INDL,C,D,STD,CMRX,USD,95.8050,100.5400,68.2520,86.8840,0.0000,-90.5100,29.8960,32.2880,-173.2360,1.9790,68.2520,A,6.4300
017534,20211231,2021,INDL,C,D,STD,CCNE,USD,,5328.9390,385.0620,16.8550,15.8520,107.4140,,4886.0920,57.7070,213.0340,442.8470,A,26.5000
017553,20210930,2021,INDL,C,D,STD,MODN,USD,222.3300,363.7900,123.5180,36.0590,0.0000,-11.9050,96.4590,240.2720,-29.7370,193.4450,123.5180,A,30.0300
017626,20211231,2021,INDL,C,D,STD,AHH,USD,,1938.0630,384.2670,63.0120,50.8960,40.9040,,1158.2400,21.8920,302.5330,555.3520,A,15.2200
017639,20211231,2021,INDL,C,D,STD,AMH,USD,,10962.4330,6059.4170,337.9980,184.2800,271.7710,,4224.0040,189.0920,1303.8820,6059.5710,A,43.6100
017696,20211231,2021,INDL,C,D,STD,TSC,USD,,13004.8520,655.1780,33.2630,12.3480,141.8750,,12168.1300,78.0600,289.9430,836.7220,A,30.2600
017724,20211231,2021,INDL,C,D,STD,CNOB,USD,,8129.4800,1013.2850,39.5680,19.2100,201.6790,,7005.2680,130.3530,316.7550,1124.2120,A,32.7100
017769,20211231,2021,INDL,C,D,STD,HASI,USD,,4148.3110,1544.7180,85.3270,116.1730,160.5870,,2581.7960,126.5790,339.5870,1544.7180,A,53.1200
017808,20211231,2021,INDL,C,D,STD,EPZM,USD,206.0430,289.0000,-56.8150,106.0980,0.0000,-235.9920,45.1960,309.6880,-251.1220,37.4270,-20.6880,A,2.5000
017811,20211231,2021,INDL,C,D,STD,ECOM,USD,144.9500,239.9720,188.1980,30.1890,0.0000,19.0150,48.8740,51.7740,47.2150,167.7290,188.1980,A,24.6800
017874,20211231,2021,INDL,C,D,STD,TMUS,USD,20891.0000,206563.0000,69102.0000,1249.2140,0.0000,9999.0000,23499.0000,137461.0000,3024.0000,80118.0000,69102.0000,A,115.9800
017875,20211231,2021,INDL,C,D,STD,NCBS,USD,,7695.0370,891.8910,13.9940,0.0000,119.6870,,6803.1460,60.6520,238.9230,891.8910,A,85.7500
017878,20211231,2021,INDL,C,D,STD,NRZ,USD,,39742.1900,5341.5510,466.7580,476.3390,1646.4950,,33072.8100,772.2260,3702.2150,6604.0320,A,10.7100
017934,20211231,2021,INDL,C,D,STD,SFM,USD,567.7160,2923.1150,959.8760,111.1140,0.0000,334.0760,513.4730,1963.2390,244.1570,6099.8690,959.8760,A,29.6800
017997,20211231,2021,INDL,C,D,STD,CSTM,USD,2204.1370,5258.9940,311.6270,141.6770,0.0000,417.3990,1949.3760,4928.0320,292.2930,6996.8290,311.6270,A,17.9100
017998,20211231,2021,INDL,C,D,STD,BLUE,USD,336.5200,593.7950,374.2770,71.1150,0.0000,-565.1100,152.9930,219.5180,-819.3780,3.6620,374.2770,A,9.9900
018004,20211231,2021,INDL,C,D,STD,CCS,USD,,3496.8760,1764.5080,33.7610,0.0000,660.8220,,1732.3680,498.5040,4216.3140,1764.5080,A,81.7900
018009,20211231,2021,INDL,C,D,STD,NSTG,USD,427.6200,479.4810,176.9620,45.7290,0.0000,-108.2260,52.1550,302.5190,-115.2540,145.0850,176.9620,A,42.2300
018036,20211231,2021,INDL,C,D,STD,COMM,USD,3579.7000,13259.5000,-156.6000,204.5670,57.3000,276.2000,2182.5000,12360.0000,-462.6000,8586.7000,899.5000,A,11.0400
018037,20211231,2021,INDL,C,D,STD,CZNC,USD,,2327.6480,301.4050,15.7590,17.6450,55.4420,,2026.2430,30.5540,110.3820,301.4050,A,26.1200
018043,20210630,2021,INDL,C,D,STD,NWSA,USD,4456.0000,16771.0000,8211.0000,590.8420,118.0000,633.0000,3234.0000,7625.0000,330.0000,9358.0000,8211.0000,A,22.3100
018047,20211231,2021,INDL,C,D,STD,NDLS,USD,22.5620,341.4590,37.6330,45.7010,0.0000,5.4110,76.5820,303.8260,3.6650,475.1520,37.6330,A,9.0700
